AssetName,AssetCode,InvestmentStrategy,AcquisitionType,AcquisitionDate,SaleDate,IsTaxCredit,ActualStabilizationDate,AreaType,AssetClass,AssetStyle,StabilizationStatus,OccupancyStabilizationDate,AxiometricsMSAID,AxiometricsSubMarketID,CoStarSubMarketID,CBSAID,oslPropertyID,oslSubPropertyID,AverageBuildYear,YearBuiltEnd,YearRenovated,CurrentUnitCount,RentableSquareFoot,ConstructionBeginDate,ConstructionEndDate,Acreage,AcquisitionPrice,TotalHardCosts,TotalSoftAndClosingCosts,TotalProjectCosts,IsSeniorHousing,IsUnitReno,IsRecapitalization,ZipCode,Latitude,Longitude,WebAddress,EmailAddress,osaEntityID,Phone,Address1,PlannedUnitCount,LegalName,TaxID,Portfolio,City,StateCode
"Cortland West Palm","corwp33401","Value-add","Acquisition",2022-04-12 00:00:00.0000000,2022-05-12 00:00:00.0000000,False,,"Suburban","A","Garden-Style","Non-Stabilized",,48424,4,7624,33100,4953868,1773,2014.000000,2014,,282,289373,,,,112000000,9622051,4093965,125716016,False,True,False,"33401-2358",26.718180,-80.083610,"cortland.com/west-palm","WestPalm@cortland.com","westpalm","(561) 471-7256","290 Courtney Lakes Cir",282,"Dedicated West Palm Beach, LP","32-0497623","Stand-alone","West Palm Beach","FL"
"Phase 1","visll134711","Value-Add","Acquisition",2015-01-30 00:00:00.0000000,2016-10-13 00:00:00.0000000,False,2015-03-01 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2015-03-01 00:00:00.0000000,36740,14,7496,36740,3547169,299,2008.000000,2008,,276,314764,2015-02-28 00:00:00.0000000,2016-03-31 00:00:00.0000000,22,36890135.0119,1894197.3355,1417521.2211,40201853.568499997,False,True,False,"34711-6824",28.532018,-81.728272,"http://www.vistaatlostlakeflor","VistaLostLake@cortlandpartners.com","vista1","(352) 242-4471","2550 Citrus Tower Blvd",,"Citrus Tower FL Phase I, LLC","47-2255946","Portfolio 12","Clermont","FL"
"Cortland Spring Plaza","vensp77388","Core-Plus","Acquisition",2017-12-19 00:00:00.0000000,2021-01-20 00:00:00.0000000,False,2018-07-12 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2018-07-12 00:00:00.0000000,26420,25,6854,26420,4266929,695,2017.000000,2017,,340,346548,2017-12-31 00:00:00.0000000,2017-01-31 00:00:00.0000000,,39994488,411255,1589140,41994883,False,True,False,"77388-1438",30.074693,-95.443771,"www.cortland.com/spring-plaza","springplaza@cortland.com","springplaza","(281) 353-5000","21145 Spring Plaza Dr",,"DD Spring Plaza LLC","61-1700541","Portfolio 20","Spring","TX"
"Cortland Phillips Creek Ranch Phase 2 - Artistry","artp75034","Core-Plus","Acquisition",2018-10-23 00:00:00.0000000,,False,2019-04-01 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2019-04-01 00:00:00.0000000,19124,29,7516,19100,4431920,1060,2018.000000,2018,,302,317043,2018-11-30 00:00:00.0000000,2019-05-31 00:00:00.0000000,,56675901,1126324,1929254,59731478,False,True,False,"75036-3027",33.128807,-96.888915,"https://www.cortlandphillipscr","phillipscreekranch@cortland.com","artistry","(972) 325-7707","6300 F.M. Rd 423",,"DD PCR III LLC","47-4724640","Portfolio 20","Frisco","TX"
"Cortland South End","corse28203","Core-plus","Acquisition",2023-09-12 00:00:00.0000000,,False,,,"A","Mid-rise","Non-Stabilized",,16740,1,9099,16740,5209198,1970,2009.000000,2009,,331,300360,,,,104000000,16428040,3389962,123818003,False,False,False,"28203-5586",35.208588,-80.864298,"cortland.com/south-end","southend@cortland.com","southend","(704) 332-5022","2225 Hawkins St",331,"Hawkins Street NC Partners, LP","93-2397632","Stand-alone","Charlotte","NC"
"Attiva Peachtree","attm30092","Opportunistic","Development",2017-08-15 00:00:00.0000000,,False,2022-04-24 00:00:00.0000000,,,"Mid-Rise","Stabilized",2022-04-24 00:00:00.0000000,12060,10,6727,12060,4458877,1163,,,,205,202010,,2019-09-30 00:00:00.0000000,,6025000,41835000,8619788,56479788,True,True,False,"30341-2626",33.891953,-84.308133,"cortland.com/apartments/attiva-peachtree","attivapeachtree@cortland.com","peachtree","(470) 785-8134","5255 Peachtree Blvd",205,"Peachtree Industrial GA Partners, LLC","81-5467109","Stand-alone","Chamblee","GA"
"Cortland Oleander - Phase 1","olean30329","Core-Plus","Acquisition",2021-03-01 00:00:00.0000000,,False,2021-06-23 00:00:00.0000000,"Suburban","A","Mid-Rise","Stabilized",2021-06-23 00:00:00.0000000,12060,12,6715,12060,4770692,1479,2019.000000,2019,,348,303677,2021-03-31 00:00:00.0000000,2021-03-31 00:00:00.0000000,,101000000,428400,1038721.8284625,102467121.828462,False,False,False,"30329-2223",33.827534,-84.335664,"https://cortland.com/apartments/cortland-oleander","Oleander@cortland.com","oleander","(470) 769-9995","10 Executive Park West NE",,"10 Executive Park GA Partners LLC","83-2495528","CGI","Atlanta","GA"
"Island","islcbre33615","Core-Plus","Acquisition",2019-04-01 00:00:00.0000000,,False,2017-07-07 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-07-07 00:00:00.0000000,45300,3,7910,45300,4531917,1164,1987.000000,1987,,400,402249,,,27,60795000,1633333.33333333,662615.47175776504,63090948.805091098,False,True,True,"33615-5804",28.002211,-82.602257,"https://cortland.com/apartments/cortland-bayport/","bayport@cortland.com","islandcbre","(813) 437-5462","10510 Parkers Landing Dr",,,,"YieldCo IV","Tampa","FL"
"Cortland West Boynton","corwbbre233437","Core-Plus","Acquisition",2021-07-01 00:00:00.0000000,,False,2023-05-13 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-05-13 00:00:00.0000000,48424,2,7623,33100,4347322,1540,2001.000000,2001,,264,301680,,,,69500000,450000,887506.77228962001,70837506.772289604,False,False,True,"33437-7403",26.525141,-80.169790,"https://www.cortlandwestboynto","CortlandWestBoynton@cortland.com","westboyntonbre","(561) 264-3693","7933 Venture Center Way",,,"86-3509372","Acorn 2","Boynton Beach","FL"
"Cortland North Brookhaven","exchnhyld30341","Core-Plus","Acquisition",2018-11-15 00:00:00.0000000,,False,2014-12-22 00:00:00.0000000,"Infill","A","Garden-Style","Stabilized",2014-12-22 00:00:00.0000000,12060,10,6727,12060,2946884,1080,2001.000000,2001,,411,432123,,,13.300000000000001,93000000,175000,1598809.3299968599,94773809.329996899,False,False,True,"30341-2637",33.887332,-84.316409,"http://www.cortland.com/north-brookhaven","northbrookhaven@cortland.com","exchangenhroundhill","(404) 531-2188","2432 Johnson Ferry Rd NE",,,,"Yieldco II","Chamblee","GA"
"The Livingston","liv33559","Value-Add","Acquisition",2013-09-04 00:00:00.0000000,2019-07-31 00:00:00.0000000,False,2015-07-23 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2015-07-23 00:00:00.0000000,45300,8,7915,45300,3092888,129,1986.000000,1986,,448,356600,2013-11-30 00:00:00.0000000,2015-07-31 00:00:00.0000000,24.469999999999999,26800000,8307533.6799999997,2041768.5319999999,37149302.211999997,False,True,False,"33559-3430",28.093436,-82.431131,"www.thelivingstonapartments.co","TheLivingston@cortland.com","preserve","(813) 910-0077","15420 Livingston Ave",,"Livingston FL Partners, LLC","32-0412430","Portfolio 8","Lutz","FL"
"Cortland Brighton Bay","covbbbre33716","Core-Plus","Acquisition",2020-02-28 00:00:00.0000000,,False,2017-12-26 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2017-12-26 00:00:00.0000000,45300,11,7909,45300,3865554,1360,2000.000000,2000,,382,342292,,,18.010000000000002,75699239,,,,False,True,True,"33716-3446",27.872085,-82.623638,"cortland.com/brighton-bay","brightonbay@cortland.com","brightonbre","(727) 756-8785","10901 Brighton Bay Blvd NE",,,,"Acorn 1","St Petersburg","FL"
"Cortland Las Colinas","corlc75039","Core-Plus","Acquisition",2018-11-29 00:00:00.0000000,,False,2019-04-13 00:00:00.0000000,"Suburban","A","Mid-Rise","Stabilized",2019-04-13 00:00:00.0000000,19124,17,7527,19100,4412165,1084,2017.000000,2017,,371,328732,2018-12-31 00:00:00.0000000,2019-06-30 00:00:00.0000000,4.9109999999999996,74000000,1020322.62529,1753068.8996188301,76773391.524908796,False,False,False,"75039-1200",32.875025,-96.935468,"https://www.cortlandlascolinas.com/","lascolinas@cortland.com","lascolinas","(214) 241-1224","655 Promenade",,,,"Stand-alone","Irving","TX"
"Cortland Sunbury","sunpo43074","Core-Plus","Acquisition",2021-05-27 00:00:00.0000000,,False,2021-06-26 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2021-06-26 00:00:00.0000000,18140,9,8012,18140,4788648,1523,2018.000000,2018,,146,180668,2021-05-31 00:00:00.0000000,2022-10-31 00:00:00.0000000,,30000000,1528186.32078,712163.13,32240349.450780001,False,False,False,"43074-7589",40.247008,-82.870646,"www.cortland.com/sunbury","sunbury@cortland.com","sunburypointe","(614) 379-8904","2199 Rushmore Ln",,"Rushmore OH Partners LLC","83-2495528","CGI","Sunbury","OH"
"Cortland Wren Northlake","wrennlPP28216",,,,,False,,,,,"Non-Stabilized",,,,,,,,,,,,,,,,,,,,False,True,False,,,,,,,,,,,,,,
"Decatur Highlands","dechighlands","Core-Plus","Acquisition",2022-02-22 00:00:00.0000000,2024-08-20 00:00:00.0000000,False,,,"B","Garden-Style","Non-Stabilized",,12060,13,6715,12060,4686607,1413,1999.000000,1999,,386,427035,,,,,,,,False,False,False,"30033-3449",33.802827,-84.309398,"cortland.com/decatur-highlands","decaturhighlands@cortland.com","highlands","(404) 671-4905","10 Highland Lake Cir",,,,"3rd Party Management","Decatur","GA"
"Cortland Cap Hill","corch80203","Value-Add","Acquisition",2021-04-21 00:00:00.0000000,,False,2021-07-31 00:00:00.0000000,"Urban","A","Mid-Rise","Stabilized",2021-07-31 00:00:00.0000000,19740,2,7790,19740,4775237,1498,2019.000000,2019,,197,153989,2021-05-31 00:00:00.0000000,2022-10-31 00:00:00.0000000,,84250000,1774781.6900203801,1060202.4725979499,87084984.162618294,False,False,False,"80203-2351",39.736166,-104.983445,"cortland.com/cap-hill","CapHill@cortland.com","caphill","(720) 741-7256","1200 Grant St",,"Grant CO Partners LLC ","83-2495528 ","CGI","Denver","CO"
"Cortland Cotswold","regoef28211","Core-Plus","Acquisition",2018-12-14 00:00:00.0000000,,False,2023-12-09 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-12-09 00:00:00.0000000,16740,2,7780,16740,3519488,1107,1986.000000,1986,2016,178,178276,,,15.16,27000000,1050526.31578947,407178.45427162398,28457704.770061102,False,True,True,"28211-2445",35.178473,-80.789421,"cortland.com/cotswold","cotswold@cortland.com","regencyoef","(704) 486-1929","4817 Water Oak Rd",,,,"CGI","Charlotte","NC"
"Taylor","tay30316","Opportunistic",,2014-06-10 00:00:00.0000000,,False,,,,,"Non-Stabilized",,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,"Stand-alone",,
"Auburn Glen","aubg30312","Opportunistic","Development",2003-01-01 00:00:00.0000000,,True,,"Suburban","B","Garden-Style","Non-Stabilized",,12060,1,6717,12060,2690752,9,2004.000000,2004,,271,242034,,2015-01-01 00:00:00.0000000,3.48,5000000,0,194358.3579,5194358.3579000002,False,True,False,"30312-1858",33.753674,-84.372197,"www.auburnglenn.com","auburnglenn@cortland.com","aubgln","(404) 584-1300","49 Boulevard SE",,"Auburn Glenn, LP","30-0001713","Stand-alone","Atlanta","GA"
"Cortland Westshore","bowbnbre233616","Opportunistic","Development",2021-07-01 00:00:00.0000000,,False,2023-06-30 00:00:00.0000000,"Infill","A","Mid-Rise","Stabilized",2023-06-30 00:00:00.0000000,45300,2,7922,45300,4592949,1547,2018.500000,2019,,587,563016,,,,200057908.946206,833500,1745285.9221447699,202636694.86835101,False,False,True,"33616-1360",27.877072,-82.527956,"Cortland.com/Westshore","westshore@cortland.com","westshore2bre","(813) 592-7388","6207 S West Shore Blvd",,,"86-3509372","Acorn 2","Tampa","FL"
"Cortland Portofino Place","porppp33409",,,,,False,,,,"Garden-Style","Non-Stabilized",,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,"WPB Multifamily Owner I, LLC","47-2874463",,,
"Cortland Grand River","corgr80920",,,,,False,,,,"Garden-Style","Non-Stabilized",,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,
"Cortland Desert Ridge","pinuhHL85050","Value-Add","Acquisition",2021-04-02 00:00:00.0000000,,False,2022-10-28 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2022-10-28 00:00:00.0000000,38060,9,7853,38060,4559213,1487,1996.000000,1996,,264,269128,,,14.140000000000001,57652390.056787603,8533823.1325056907,2242277.2077175798,68428490.397010893,False,True,False,"85050-3363",33.656037,-111.980107,"cortland.com/desert-ridge","DesertRidge@cortland.com","desertridgehl","(602) 560-5847","4750 E Union Hills Dr",,"PURE PINNACLE APTS LLC","82-1615788","Portfolio 22","Phoenix","AZ"
"Cortland Lakemont","masl77407","Value-Add","Acquisition",2013-12-20 00:00:00.0000000,2019-04-01 00:00:00.0000000,False,2014-09-18 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2014-09-18 00:00:00.0000000,26420,35,6863,26420,3200896,148,2007.000000,2007,,312,281908,2014-01-31 00:00:00.0000000,2015-01-31 00:00:00.0000000,14.76,33000000,3313785.7599999998,1901050.1499999999,38214835.909999996,False,True,False,"77407-4474",29.700626,-95.740570,"cortland.com/lakemont","lakemont@cortland.com","lakemont","(281) 918-4953","7115 S Mason Rd",,"Lakemont Tx Partners, LLC","30-0802390","Portfolio 8","Richmond","TX"
"Cortland East Cobb","jeflbre230062","Core-Plus","Acquisition",2021-07-01 00:00:00.0000000,,False,2023-06-18 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-06-18 00:00:00.0000000,12060,28,6713,12060,4382814,1550,1991.000000,1991,,323,317915,,,43.200000000000003,82000000,375000,615113.68983425305,82990113.689834207,False,False,True,"30062-7517",33.966512,-84.493342,"cortland.com/east-cobb","eastcobb@cortland.com","lakesidebre","(770) 629-0812","2085 Roswell Rd",,,"86-3509372","Acorn 2","Marietta","GA"
"Cortland Midtown Miami","cormidmia33137","Core-plus","Acquisition",2022-11-22 00:00:00.0000000,,False,2022-12-22 00:00:00.0000000,"Suburban","A","High-rise","Stabilized",2022-12-22 00:00:00.0000000,33124,1,7600,33100,5075112,1899,2019.000000,2019,,387,345312,,,,196000000,6796117,3023543,205819660,False,False,False,"33137-5315",25.805438,-80.193274,"cortland.com/midtown-miami","MidtownMiami@cortland.com","midtownmiami","(754) 900-2428","2901 NE 1st Ave",,"2901 NE 1st Avenue Owner LLC","81-617083","CGI","Miami","FL"
"Cortland Viridian","virbre30033","Core-Plus","Acquisition",2020-02-28 00:00:00.0000000,,False,2017-08-13 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-08-13 00:00:00.0000000,12060,13,6715,12060,3734381,1369,1985.000000,1985,,476,441420,,,31.059999999999999,104143839,,,,False,True,True,"30033-3713",33.810529,-84.293947,"cortland.com/viridian","viridian@cortland.com","druidhillsbre","(404) 795-4295","3421 N Druid Hills Rd",,,"84-4601448","Acorn 1","Decatur","GA"
"Legacy at Fort Clarke","legfc32606","Value-Add","Acquisition",2013-08-16 00:00:00.0000000,2016-10-31 00:00:00.0000000,False,2015-03-13 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2015-03-13 00:00:00.0000000,23540,1,,23540,3073882,127,1999.000000,1999,,444,475914,2013-10-31 00:00:00.0000000,2014-11-30 00:00:00.0000000,47.619999999999997,43400000,2249185.8599999999,1496785.8600000001,47145971.719999999,False,True,False,"32606-7182",29.668051,-82.433867,"www.legacyatfortclarke.com","legacyftclarke@cortlandpartners.com","legacy","(352) 331-9322","1505 Fort Clarke Blvd",,"Fort Clarke FL Partners, LLC","61-1715040","Portfolio 8","Gainesville","FL"
"Attiva Denton","attd76208","Value-Add","Acquisition",2016-02-10 00:00:00.0000000,2021-06-04 00:00:00.0000000,False,2018-09-23 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2018-09-23 00:00:00.0000000,19124,28,7511,19100,3835768,411,2008.000000,2008,,240,195520,2016-04-30 00:00:00.0000000,2017-12-31 00:00:00.0000000,19.140000000000001,31250000,4219655.5696,1149027.7,36618683.269599997,True,True,False,"76208-6933",33.196100,-97.086925,"http://www.attivadenton.com","attivadenton@cortland.com","bridgemoor","(940) 898-9899","2801 Spencer Rd",,"Spencer TX Partners, LLC","47-5632219","Portfolio 16","Denton","TX"
"Cortland Sugarloaf","jamsbre30043","Core-Plus","Acquisition",2020-02-28 00:00:00.0000000,,False,2017-08-09 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-08-09 00:00:00.0000000,12060,34,6730,12060,3789301,1364,2001.000000,2001,,406,441560,,,35.710000000000001,86704362,,,,False,True,True,"30043-5767",33.966816,-84.067002,"cortland.com/sugarloaf","sugarloaf@cortland.com","sugarloafbre","(404) 476-8057","5375 Sugarloaf Pkwy",,,"84-4601448","Acorn 1","Lawrenceville","GA"
"Cortland Dublin","greho43016","Value-Add","Acquisition",2021-10-12 00:00:00.0000000,,False,2021-11-11 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2021-11-11 00:00:00.0000000,18140,8,8014,18140,4870578,1630,2020.000000,2020,,144,139032,,,,26109375,2014252.8283374,1414067.3892877901,29537695.217625201,False,True,False,"43016-7786",40.069028,-83.159003,"cortland.com/dublin","dublin@cortland.com","greydonhouse","(614) 820-8808","5284 Avery Rd",,"Greydon House LLC","83-2495528","CGI","Dublin","OH"
"1000 Spalding","cors30350","Value-add","Acquisition",2022-05-19 00:00:00.0000000,,False,2022-06-18 00:00:00.0000000,"Suburban","B","Garden-style","Stabilized",2022-06-18 00:00:00.0000000,12060,8,6749,12060,4971415,1806,1995.000000,1995,,252,249319,,,,,,,,False,True,False,"30350-5011",33.959145,-84.353533,"cortland.com/1000-spalding","1000spalding@cortland.com","spalding","(404) 806-9848","1000 Spalding Dr",252,"RRE Spalding Crossing Holdings LLC","81-3506451","3rd Party Management","Atlanta","GA"
"The Addison at Sandy Springs","coraddass30350","Value-add","Acquisition",2022-05-19 00:00:00.0000000,,False,2023-06-11 00:00:00.0000000,"Suburban","B","Garden-style","Stabilized",2023-06-11 00:00:00.0000000,12060,8,6749,12060,4971398,1804,1985.000000,1985,,236,243061,,,,,,,,False,True,False,"30350-4888",33.972592,-84.356279,"https://cortland.com/addison-at-sandy-springs/","addisonsandysprings@cortland.com","morganfalls","(678) 249-3636","7889 Roswell Rd",236,"RRE Sandy Springs Holdings LLC","81-3506451","3rd Party Management","Sandy Springs","GA"
"Cortland Cary - Phase 2","sola27519","Core-Plus","Acquisition",2021-03-12 00:00:00.0000000,,False,2021-09-20 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2021-09-20 00:00:00.0000000,239580,6,7346,39580,4755410,1481,2021.000000,2021,,240,243956,2021-02-28 00:00:00.0000000,2021-07-31 00:00:00.0000000,,59400000,881650,1306311.5404888799,61587961.540488899,False,False,False,"27519-7640",35.830257,-78.881785,"cortland.com/cary","Cary@cortland.com","alston","(919) 689-4956","5110 Alston Glen Dr",,"Alston Glen NC Partners LP (DE)","83-2483088","CGI","Cary","NC"
"DeFoors Ferry Manor","deffm30318",,,2011-09-30 00:00:00.0000000,2014-12-19 00:00:00.0000000,False,,,,,"Non-Stabilized",,12060,6,6751,12060,,,,,,,,,,,4100000,,,,False,False,False,,33.819045,-84.447844,,,,,,,,,"Stand-alone",,
"Cortland at West Village","corwvill75204","Value-add","Acquisition",2022-06-28 00:00:00.0000000,,False,,"Urban","A","Mid-rise","Non-Stabilized",,19124,1,7536,19100,,,2003.000000,2003,,,,,,,89300000,,,,False,True,False,"75204",32.806961,-96.795704,,,,,"2901 Cityplace W Blvd",232,"Cityplace TX Partners LLC","83-2495528","CGI","Dallas","TX"
"Cortland West Plano","lints76021","Value-Add","Acquisition",2021-08-24 00:00:00.0000000,,False,2024-07-31 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2024-07-31 00:00:00.0000000,19124,26,7538,19100,4840670,1581,1999.000000,1999,,769,726540,,,,179905430,32129580.412844699,4239822.25,216274832.66284499,False,True,False,"75024-2228",33.089743,-96.799499,"cortland.com/west-plano","westplano@cortland.com","westplano","(469) 489-3433","8205 Towne Main Dr",,"TX Apt 8205 Towne Main Drive, L.P. (DE) ","83-2361889 ","Port 24 - CBRE","Plano","TX"
"Cortland at Valley Ranch","stonvrcbre75063","Value-Add","Acquisition",2021-05-07 00:00:00.0000000,,False,2022-09-28 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2022-09-28 00:00:00.0000000,19124,17,7527,19100,4559239,1510,1999.000000,1999,,210,208122,,,11.19,35000000,5723929.7264225399,674797.76308963296,41398727.489512101,False,True,False,"75063-4114",32.925938,-96.954736,"cortland.com/valley-ranch","valleyranch@cortland.com","valleyranchcbre","(972) 818-5680","8605 N Macarthur Blvd",,"STONELEIGH APTS GP LLC","45-5404141","Portfolio 22","Irving","TX"
"Cortland on Blake","balof80205","Value-Add","Acquisition",2021-08-24 00:00:00.0000000,,False,2021-09-23 00:00:00.0000000,"Urban","B","Mid-Rise","Stabilized",2021-09-23 00:00:00.0000000,19740,2,7790,19740,4840647,1592,2003.000000,2003,,354,308868,,,,132618100,5370543.7609394398,1066706.9299999999,139055350.69093901,False,True,False,"80205-2104",39.757793,-104.988955,"cortland.com/blake","blake@cortland.com","ballpark","(720) 730-8331","1451 24th St",,"1451 24th CO Partners, LLC","81-0760687","CGI","Denver","CO"
